tz,electric_power
2018-04-01 00:30:00,0.13447830884627443
2018-04-01 01:30:00,0.15433692987873604
2018-04-01 02:30:00,0.12411521435460271
2018-04-01 03:30:00,0.1363932710829432
2018-04-01 04:30:00,0.13143348159769142
2018-04-01 05:30:00,0.009999999999999787
2018-04-01 06:30:00,0.03275886574410025
2018-04-01 07:30:00,0.048262090649412226
2018-04-01 08:30:00,0.05242640983107805
2018-04-01 09:30:00,0.051607347004296145
2018-04-01 10:30:00,0.04247860564657735
2018-04-01 11:30:00,0.03905700540270107
2018-04-01 12:30:00,0.039693126505311316
2018-04-01 13:30:00,0.0444858246731874
2018-04-01 14:30:00,0.05054276379987899
2018-04-01 15:30:00,0.037022324904004034
2018-04-01 16:30:00,0.04531633350643416
2018-04-01 17:30:00,0.10987367761546452
2018-04-01 18:30:00,0.24002680189094683
2018-04-01 19:30:00,0.22702062851310956
2018-04-01 20:30:00,0.23181882232123074
2018-04-01 21:30:00,0.1492883686255957
2018-04-01 22:30:00,0.13492782273364368
2018-04-01 23:30:00,0.1459610946099481
2018-04-02 00:30:00,0.12478471954326276
2018-04-02 01:30:00,0.14146784332031848
2018-04-02 02:30:00,0.1653163653127412
2018-04-02 03:30:00,0.12858026055572358
2018-04-02 04:30:00,0.11910314660834187
2018-04-02 05:30:00,0.2013786942817717
2018-04-02 06:30:00,0.21196941149275972
2018-04-02 07:30:00,0.19526663135986988
2018-04-02 08:30:00,0.21154528814485518
2018-04-02 09:30:00,0.21859386802387837
2018-04-02 10:30:00,0.19950257383565084
2018-04-02 11:30:00,0.22305956801544014
2018-04-02 12:30:00,0.2138115535083065
2018-04-02 13:30:00,0.18098955770285352
2018-04-02 14:30:00,0.212000282875763
2018-04-02 15:30:00,0.19615284326566185
2018-04-02 16:30:00,0.10728707096492673
2018-04-02 17:30:00,0.12970565736071826
2018-04-02 18:30:00,0.22667579071196764
2018-04-02 19:30:00,0.24295213891733436
2018-04-02 20:30:00,0.22849809010350874
2018-04-02 21:30:00,0.13230773733900936
2018-04-02 22:30:00,0.13943377043335436
2018-04-02 23:30:00,0.13683179590806072
2018-04-03 00:30:00,0.14061939827875003
2018-04-03 01:30:00,0.1403836168759911
2018-04-03 02:30:00,0.13424214517407362
2018-04-03 03:30:00,0.6408891967900932
2018-04-03 04:30:00,0.582580065626241
2018-04-03 05:30:00,0.554648178491274
2018-04-03 06:30:00,0.5486999397555534
2018-04-03 07:30:00,0.6244898618650172
2018-04-03 08:30:00,0.6750863419003452
2018-04-03 09:30:00,0.713047175740912
2018-04-03 10:30:00,0.7014373625168067
2018-04-03 11:30:00,0.7911669657487685
2018-04-03 12:30:00,0.8003663295298304
2018-04-03 13:30:00,0.7367475224412314
2018-04-03 14:30:00,0.7076311701942837
2018-04-03 15:30:00,0.5954836732747353
2018-04-03 16:30:00,0.387818081144395
2018-04-03 17:30:00,0.4137311917522193
2018-04-03 18:30:00,0.3212764757227
2018-04-03 19:30:00,0.23659212849606437
2018-04-03 20:30:00,0.2379152726104241
2018-04-03 21:30:00,0.16062707456472758
2018-04-03 22:30:00,0.13932658646456408
2018-04-03 23:30:00,0.14847898557398853
2018-04-04 00:30:00,0.15095914823533985
2018-04-04 01:30:00,0.16170799871074104
2018-04-04 02:30:00,0.1470814330697996
2018-04-04 03:30:00,0.16437420125869506
2018-04-04 04:30:00,0.16481612369552368
2018-04-04 05:30:00,0.2705262673938358
2018-04-04 06:30:00,0.6206769805667491
2018-04-04 07:30:00,0.8219769358071938
2018-04-04 08:30:00,0.9089798726155633
2018-04-04 09:30:00,0.9423263504526589
2018-04-04 10:30:00,0.8416723755748596
2018-04-04 11:30:00,0.7612502544615722
2018-04-04 12:30:00,0.6975834013300188
2018-04-04 13:30:00,0.6122521559657668
2018-04-04 14:30:00,0.5960994671525475
2018-04-04 15:30:00,0.6060815816377474
2018-04-04 16:30:00,0.42354450710600666
2018-04-04 17:30:00,0.4520704489441525
2018-04-04 18:30:00,0.30094242412865846
2018-04-04 19:30:00,0.24979613077002094
2018-04-04 20:30:00,0.2500917259090656
2018-04-04 21:30:00,0.13801319516935928
2018-04-04 22:30:00,0.14067668681335688
2018-04-04 23:30:00,0.15677626542008882
2018-04-05 00:30:00,0.1413854041356064
2018-04-05 01:30:00,0.14267152822689733
2018-04-05 02:30:00,0.15093706472001145
2018-04-05 03:30:00,0.13542096064871645
2018-04-05 04:30:00,0.14615680735976833
2018-04-05 05:30:00,0.2199797405349928
2018-04-05 06:30:00,0.5673710126897782
2018-04-05 07:30:00,0.8526968575735414
2018-04-05 08:30:00,0.8808589345727325
2018-04-05 09:30:00,0.8847486129560229
2018-04-05 10:30:00,0.9159987908413059
2018-04-05 11:30:00,0.871620812328056
2018-04-05 12:30:00,0.7793382228277803
2018-04-05 13:30:00,0.8151076943283124
2018-04-05 14:30:00,0.8098629306903504
2018-04-05 15:30:00,0.7738163576724242
2018-04-05 16:30:00,0.5512396087456608
2018-04-05 17:30:00,0.3789389488692483
2018-04-05 18:30:00,0.30335769477528096
2018-04-05 19:30:00,0.28552335331667766
2018-04-05 20:30:00,0.30226146465328174
2018-04-05 21:30:00,0.20649679020510137
2018-04-05 22:30:00,0.2287222470295065
2018-04-05 23:30:00,0.21154748161000114
2018-04-06 00:30:00,0.22760637398061156
2018-04-06 01:30:00,0.20959890567919803
2018-04-06 02:30:00,0.38182745313815625
2018-04-06 03:30:00,0.6902766307013026
2018-04-06 04:30:00,0.5477579927049785
2018-04-06 05:30:00,0.4596381279283075
2018-04-06 06:30:00,0.5005637210220222
